TransactionID,TransactionDT,TransactionAmt,ProductCD,card1,card2,card3,card4,card5,card6,addr1,addr2,dist1,dist2,P_emaildomain,R_emaildomain,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,D13,D14,D15,M1,M2,M3,M4,M5,M6,M7,M8,M9,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,V128,V129,V130,V131,V132,V133,V134,V135,V136,V137,V138,V139,V140,V141,V142,V143,V144,V145,V146,V147,V148,V149,V150,V151,V152,V153,V154,V155,V156,V157,V158,V159,V160,V161,V162,V163,V164,V165,V166,V167,V168,V169,V170,V171,V172,V173,V174,V175,V176,V177,V178,V179,V180,V181,V182,V183,V184,V185,V186,V187,V188,V189,V190,V191,V192,V193,V194,V195,V196,V197,V198,V199,V200,V201,V202,V203,V204,V205,V206,V207,V208,V209,V210,V211,V212,V213,V214,V215,V216,V217,V218,V219,V220,V221,V222,V223,V224,V225,V226,V227,V228,V229,V230,V231,V232,V233,V234,V235,V236,V237,V238,V239,V240,V241,V242,V243,V244,V245,V246,V247,V248,V249,V250,V251,V252,V253,V254,V255,V256,V257,V258,V259,V260,V261,V262,V263,V264,V265,V266,V267,V268,V269,V270,V271,V272,V273,V274,V275,V276,V277,V278,V279,V280,V281,V282,V283,V284,V285,V286,V287,V288,V289,V290,V291,V292,V293,V294,V295,V296,V297,V298,V299,V300,V301,V302,V303,V304,V305,V306,V307,V308,V309,V310,V311,V312,V313,V314,V315,V316,V317,V318,V319,V320,V321,V322,V323,V324,V325,V326,V327,V328,V329,V330,V331,V332,V333,V334,V335,V336,V337,V338,V339,id_01,id_02,id_03,id_04,id_05,id_06,id_07,id_08,id_09,id_10,id_11,id_12,id_13,id_14,id_15,id_16,id_17,id_18,id_19,id_20,id_21,id_22,id_23,id_24,id_25,id_26,id_27,id_28,id_29,id_30,id_31,id_32,id_33,id_34,id_35,id_36,id_37,id_38,DeviceType,DeviceInfo
2987010,618975,24.35,R,3811,108.3,243.0,mastercard,155.8,credit,,,,,hotmail.com,gmail.com,9.0,19.0,18.0,14.0,0.0,19.0,15.0,0.0,4.0,0.0,13.0,18.0,7.0,2.0,238.3,,312.0,165.1,,176.9,,,162.1,76.1,,,,433.3,204.6,F,,F,,F,T,F,,,1.0,,,,1.9,,,3.8,,4.4,4.1,,4.5,4.3,,,,,,,,,,1.0,1.4,,1.6,,,4.5,,,,,,4.7,,,,1.4,,,,4.9,,,,0.6,,3.4,,1.9,0.5,3.1,2.4,,,,,0.3,4.9,0.3,,2.1,4.9,,,,,,,,3.6,1.7,0.1,0.6,3.9,,2.2,,,,,,,,1.2,,,,,3.5,4.6,,1.4,,3.0,0.6,,,,,,1.6,,,,,,,,,,3.1,,,,,0.4,,,,0.7,3.1,,,,3.4,,,,,,4.2,0.8,,,,2.1,,3.7,,,,,,,,4.6,1.9,,,,1.8,,,1.4,,4.0,,2.7,,,4.4,,,,,,,,,,,1.8,,,,,,1.1,2.2,,,,,,,4.6,0.3,2.8,,,,,,,,,,0.8,,,0.8,,,,,,,,,,4.6,3.5,,,,,4.4,,,,4.7,,0.0,,0.2,,0.2,,,,,,,,,,,,,,2.2,,,,,,,,,0.2,,,,,,,,2.9,,,4.1,0.2,,,,,,,,,4.1,,0.0,,4.5,3.4,2.2,0.7,1.7,,4.6,,,,,,,,1.2,,,,,4.4,,,,0.9,,1.5,,,,,,,,,1.2,,,4.8,,,,,,,,,4.8,,,,3.6,2.9,,,4.9,2.9,,2.1,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2987011,631057,1240.15,S,17256,456.4,430.9,,524.3,credit,314.0,76.3,1356.9,1416.7,hotmail.com,yahoo.com,10.0,11.0,13.0,5.0,10.0,7.0,4.0,1.0,5.0,13.0,15.0,11.0,3.0,1.0,,,,8.3,,161.6,,391.7,513.6,,138.0,288.6,,,,,T,F,,,,T,,,,,,,,,,,0.4,,,1.1,,,,,2.4,2.3,2.6,,3.1,,4.4,4.7,,,,1.2,,5.0,,,,,,,,,,,,,,,1.4,,,,,,,,,,,3.5,,,,2.4,,,1.0,,,,3.2,,,,,,1.4,,1.2,,0.7,,,,,,1.1,,,,,4.5,,,,,,,,4.4,,,,,3.4,,,,4.8,,3.7,,2.9,,,4.2,,,,2.6,,,,2.2,0.7,,,,0.8,,0.7,2.4,4.6,,,,0.2,,,,4.0,4.8,1.7,4.3,,,,0.4,,,,,,,4.9,0.1,2.1,0.7,3.0,,4.1,,3.6,,0.0,0.2,,,,,,4.9,2.7,,,,,1.8,,,,4.5,4.0,,,3.0,,,,3.0,,3.3,,,,2.6,4.9,,3.9,,,,2.1,1.7,,,,,,,,,1.3,3.6,,,,,,,,4.9,,3.0,,,,1.3,,,,,,1.2,,3.1,,,,,2.8,,3.6,,1.4,,4.9,,,,,,0.8,,4.1,1.0,,,3.4,,,,0.4,0.8,,,1.9,0.2,1.6,,0.5,,,4.7,1.4,,,,,,,,,,,,2.3,,,,,,,,3.4,,,,,,,,,,1.7,,0.5,1.3,,,,2.5,,,,,4.9,0.3,,2.2,3.1,0.1,,0.1,,,,,4.6,1.4,,3.0,2.1,,,,2.0,,,,1.2,,4.5,-15.6,35.7,11.6,,-42.1,39.6,9.4,22.7,17.9,10.2,,NotFound,,,New,Found,21.1,-48.2,29.3,-22.8,,5.9,,4.5,23.1,32.8,New,,Found,NotFound,New,9.3,,,NotFound,Found,,NotFound,mobile,
2987012,707007,61.63,R,5417,539.4,149.0,mastercard,159.0,debit,488.2,76.9,,,yahoo.com,,2.0,18.0,1.0,2.0,16.0,1.0,11.0,6.0,4.0,0.0,11.0,6.0,12.0,13.0,,551.7,197.5,,,,,500.3,,,32.5,,,,76.7,F,,F,,,F,T,T,T,,,4.2,,4.8,,4.4,0.4,,,,1.3,0.5,,3.7,,,,3.6,,,2.1,1.7,,,,,0.0,,,,,,4.5,3.9,,,,4.1,,,,,,,,4.2,,,,3.0,,,,1.2,,,,3.9,1.1,1.1,,,,,,,1.5,,0.1,2.9,,,,,,4.0,,,,,,,1.0,,,,,,1.8,,,,,,,,,0.8,,,,3.5,,,,,,,,,,1.0,,,4.7,,,,3.1,,3.4,,,,,,3.5,,,0.4,,,,,,,0.3,3.0,,,1.7,2.9,,,,4.9,,,2.1,,,,,,,0.4,,1.7,0.8,,,,,4.1,1.9,,,1.6,,,,,,,,,2.6,,,,1.9,0.1,3.6,,,4.8,0.3,,,,3.5,,2.2,,0.8,,,,1.8,1.9,0.6,,,2.6,,,2.5,,2.5,,0.5,,,2.8,3.5,1.3,2.4,,,4.5,,,,4.9,1.9,,,0.5,,,,,,,,3.7,,0.5,,,,1.1,,,,4.0,,,,,,1.2,1.4,,,,,,,,,,,,,3.4,,,,,,3.9,,,1.4,4.9,,,,,,3.3,,,1.1,,,0.1,,,,,,,2.9,,,,,,,,,,,,,,,4.4,,,,,,,3.4,,,4.8,,2.4,,,,,4.5,,,4.7,,,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2987013,750024,86.13,C,15345,459.0,157.9,visa,222.1,credit,243.5,,1871.2,,hotmail.com,,15.0,17.0,0.0,16.0,0.0,13.0,17.0,7.0,19.0,15.0,1.0,8.0,14.0,7.0,,,429.9,,166.7,,470.7,292.5,90.2,,,,152.4,10.6,,T,,,M0,,T,T,T,F,3.2,,,3.9,3.9,3.1,,,3.8,0.7,4.1,,,,,,4.0,,,,,2.5,1.6,,,,1.6,3.1,3.6,1.0,3.7,,,,,,,,2.5,,4.5,,3.2,,,,,,1.1,,3.4,,,1.9,1.4,,3.6,,,,,,,,,,3.9,2.6,,,,,3.3,,,,,4.2,,,2.7,4.4,,,1.7,,,,,,,,3.5,,,,,,,,,,,,,,,,,,0.5,,,0.7,,,0.2,,0.2,0.3,,,3.2,1.6,4.5,4.5,,2.0,,,,3.1,3.1,0.4,,,0.1,,,1.1,,,,,3.1,,,,,,,,,,,,,,,,1.1,,,3.3,,,,,,,,,,4.2,,,,,,,,,,,4.3,,,4.9,,3.6,,,,,,,,,3.6,,,,,,,0.9,,,,4.6,,3.1,,,,,,,,,1.8,,0.8,,2.7,,,,,,,,,0.0,,,1.2,,3.0,,,,0.1,,,,,3.8,0.7,,,3.0,3.2,,,,,,,,,,,,,,,1.6,1.7,2.1,,,,,4.8,1.9,2.3,,,1.2,,,,1.3,,0.1,,3.1,5.0,,,,4.9,,0.4,,,1.1,1.8,2.8,2.7,1.0,,0.9,,,,,4.1,,,,,2.4,,2.1,4.3,,,,,2.9,,,,1.9,,,,,,,,,0.8,0.2,,3.4,,,-15.2,-34.4,5.5,-36.3,-30.0,8.3,45.0,31.3,38.8,,,32.8,,Found,NotFound,-9.6,44.6,26.0,,-26.8,-25.2,NotFound,,-21.2,-29.0,New,New,,New,NotFound,-36.1,NotFound,NotFound,Found,Found,New,NotFound,mobile,Found
2987014,761932,17.06,C,7632,136.8,429.3,discover,202.8,credit,485.3,33.7,2537.3,,gmail.com,yahoo.com,1.0,18.0,11.0,4.0,6.0,16.0,19.0,12.0,13.0,14.0,1.0,4.0,19.0,5.0,,,136.3,333.6,,,424.3,,108.4,594.9,,380.8,528.1,470.9,,,,,M0,F,T,T,F,,3.6,,,,0.9,3.1,,,2.7,,4.6,,,,,,0.5,,4.9,,0.2,,2.0,0.8,,,,,,2.1,,,,0.6,2.1,,0.2,,,,,,4.1,0.2,1.4,4.7,,,,,,,,,,,,2.2,,1.0,1.9,3.3,,0.1,0.7,,0.1,4.3,,1.5,2.7,,3.2,2.4,,,,,2.4,0.7,,,3.2,,,,2.2,0.8,1.1,,4.4,0.9,,4.6,,,,,4.6,3.3,4.4,2.5,,,,,3.2,4.6,,,,,,,1.3,1.9,,2.0,,,,,3.7,,4.2,2.9,,,,,2.8,,,,,,,,,,,,,0.0,,,,0.6,,2.8,2.2,,,,,,,,1.5,3.4,,1.9,,,,,4.7,3.3,,,,0.2,4.3,,,3.8,,,,2.5,,4.1,,0.5,,,,,,3.9,0.2,,,,,1.9,,,,,0.3,,,0.0,,,,,,,,,,,0.6,,,,4.9,,,3.5,1.4,,,1.4,,,,,,,,,4.9,,,,,,,1.0,,,0.5,,,,,,,,,,,0.6,,,4.1,,,,,,,2.6,,,,1.6,,2.0,,,,,0.2,,,0.4,,,,,1.8,,,2.7,0.4,,,3.4,4.0,,,,,,,,,,,,,,1.6,3.7,0.6,,4.1,,4.9,,2.2,4.4,,1.7,3.4,2.3,,,,2.7,,,1.7,1.3,,4.0,,,,,,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2987015,810069,118.25,R,4561,208.0,369.6,mastercard,156.5,credit,441.1,,1313.5,2527.2,hotmail.com,,1.0,3.0,3.0,4.0,14.0,5.0,5.0,14.0,6.0,12.0,0.0,19.0,13.0,14.0,,369.4,,,488.3,,192.3,,111.3,,50.0,,,340.1,571.1,,T,,,F,,T,,,,2.9,,4.5,,,,,1.0,,,,,,4.8,4.5,,3.1,,,2.7,,,,,,,,,,4.3,0.1,,,,,1.7,,1.4,,3.0,1.7,,,1.6,2.1,,,,,,,,2.1,,4.0,2.8,,,,,4.8,,,2.6,,,,,0.5,,,,,,3.1,1.0,,3.2,,,1.2,1.3,1.1,4.2,2.5,,2.2,4.7,,,,1.7,,,,,,,4.9,2.3,,,4.2,,0.7,2.0,,,2.8,,,1.3,,,0.3,,,,3.7,,,2.9,,,,,,,0.6,4.4,2.9,4.5,2.3,1.5,,3.3,4.3,3.4,0.5,3.7,,,,,0.2,,,,,2.9,,,,,,,2.3,1.4,,,,2.1,1.4,,3.7,,,0.6,,,,,,,,,2.1,,,,1.7,,2.7,,,,,0.3,,,,0.8,,0.3,,,,,0.7,,1.2,,1.5,,0.9,,,,3.2,1.8,,,,,3.4,,,,,,1.4,,4.3,1.8,3.9,,,,3.4,,,,,,,,,,,,,3.7,2.0,,2.6,,,,1.5,,,4.9,0.1,3.0,,,,,,1.2,,3.4,2.8,3.2,,,4.7,,,,,,3.4,4.7,,,,3.1,,2.9,,,,2.0,,,,,,0.5,,,3.9,3.6,3.7,,,,,,,,,,,1.0,,,,,,,,,,3.1,2.8,,,,,,,,,,,1.2,0.1,,,,,,,,,,-15.7,,-3.9,-21.6,-42.8,26.0,31.4,-11.6,,44.8,-23.3,Found,-37.8,,Found,,-35.7,,,10.1,25.6,42.1,,-41.6,22.1,,,Found,,Found,Found,29.3,,Found,New,,,New,desktop,New
2987016,826959,19.28,C,17163,163.7,334.5,discover,508.9,debit,350.6,93.4,,,hotmail.com,,17.0,5.0,14.0,13.0,9.0,10.0,16.0,10.0,10.0,0.0,9.0,3.0,5.0,2.0,519.7,466.9,,265.0,460.9,,,593.0,,,40.4,100.2,323.7,45.4,93.6,F,T,,,,,,,F,,,,,,,,,0.6,,,,,3.9,,,,,5.0,,,,,1.9,,,,,,,,,,,,,4.7,2.0,,,,2.1,,4.0,,2.0,,,,,,,1.6,,,,1.7,1.9,2.1,,4.6,,,1.6,,,2.1,,,,,0.9,,,,,,,,,1.7,,,,,4.5,,,,,0.9,2.7,2.5,0.7,,,,,2.9,,,,,,2.5,,,,,5.0,,,,,,,,,,4.9,,0.5,,,1.6,1.3,2.2,,,0.1,,,,,,,,,,,,,,2.9,,,,,,2.3,,,1.7,1.4,,1.2,,,4.8,2.4,,,,1.9,2.4,,4.8,,1.4,0.2,,3.9,,,,4.3,,,,,0.1,,,1.2,1.6,,,,,,,,4.8,,2.3,,,3.6,,1.7,,,3.9,,,,,1.0,,,,,,1.7,,,0.2,3.2,,,,,,,,,1.6,,4.7,1.9,4.6,,,,,,,,,0.9,2.3,2.8,0.1,3.4,,,,,3.9,0.5,,,0.3,,,2.1,,1.1,,,,,,,1.6,,,,,2.0,,2.2,3.0,1.6,,,,4.1,4.5,,,1.4,0.6,,,1.6,,,2.5,,,,,3.0,,,,,,,,,,0.5,,,,,,,4.0,,4.5,,,1.5,,,0.8,0.3,,,3.5,,,1.0,,0.0,,,,,1.5,,,,3.3,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2987017,835158,1476.7,C,5527,222.0,325.4,visa,428.1,credit,,24.7,826.0,,yahoo.com,,4.0,2.0,17.0,9.0,17.0,5.0,15.0,19.0,4.0,17.0,17.0,12.0,13.0,9.0,,372.7,,119.8,,,,,,198.1,,212.7,,,,F,,,M1,T,,,,,,,,0.7,,2.5,,0.8,,,,4.2,,,,,4.3,4.6,,,,,4.6,,,,1.4,,,,,,,,,0.1,,4.4,,,,,0.8,2.7,,,,,,,,,,,,,,,,,,,2.4,,,4.6,1.0,1.3,,,,,4.4,3.9,,3.6,,,,4.4,,1.0,2.3,,4.6,,,,3.3,,,,,2.7,,,,,,,,,,,,,1.3,,5.0,,,,,0.5,,,,,,4.6,,,2.3,3.3,0.8,,3.1,,,,4.3,4.1,,,1.8,,,,3.3,,0.5,,,,3.0,,,2.6,,,,,2.9,,,,,1.9,,,,,,,3.2,,,,,,2.8,,,5.0,1.7,,,,1.6,,,1.1,,,,,,,,,2.7,,,0.5,,4.9,4.5,0.6,4.2,2.8,,0.1,,3.7,,,,,,,1.8,,,,4.8,4.5,,4.3,,,,,3.6,,,,,,0.1,,,,,,3.9,5.0,,,4.4,,,1.2,,,,2.9,3.6,2.2,,,4.9,,,,,,,,,,,,,1.4,,,0.4,,,,,1.0,,,4.1,0.9,,1.9,,,,,,,3.1,,,,0.7,,,,2.8,0.7,4.4,,,4.4,,,,,,,,,,,,,,,,,,,,,,0.3,,,,1.9,,0.2,,,4.4,,1.4,,,4.4,,,,,,,,-1.4,0.2,33.1,20.7,-25.0,18.1,33.9,16.5,,,-23.6,17.1,New,Found,-46.3,-49.6,-44.0,,-23.3,,,,-17.4,,Found,NotFound,New,,,-40.4,New,,Found,New,Found,,mobile,Found
2987018,840223,92.84,R,3081,,577.9,discover,508.0,debit,383.7,,2700.6,,hotmail.com,gmail.com,17.0,2.0,12.0,5.0,11.0,13.0,6.0,11.0,10.0,10.0,14.0,12.0,10.0,11.0,,583.8,447.0,422.4,390.7,568.9,519.6,519.9,96.4,,,,,123.0,,T,T,F,M1,,T,T,F,,,3.5,,,,,,,,,,,,,,1.4,2.5,,,,,0.2,3.7,0.8,,,,4.3,4.7,,0.8,,3.7,,,1.4,,,,,2.6,,,4.8,3.4,,,2.1,,,2.3,,,,4.9,,,,,,4.6,,0.0,,2.1,,,,,,2.2,1.8,,1.5,,2.8,4.3,,,,1.1,,,,,,2.2,2.6,,,,,,3.7,,,,,,,,3.1,,,,,,2.7,2.8,,,,,,,3.0,,1.4,1.6,3.8,,0.5,,,1.7,,0.6,,2.4,,0.1,,5.0,,,,,,0.4,,,,4.0,,,,,,,,1.6,2.3,1.4,3.3,,,0.5,,,,,,,,,,,1.0,3.3,,,,,,3.8,1.6,,,,0.6,,3.6,,4.8,0.8,,,1.9,,,,,2.9,,,,,,,,4.9,,,,,,1.9,,,,,0.3,,,4.4,,,,4.4,,,,4.9,,,,,2.0,,,1.5,,,3.8,2.9,3.4,,,,,4.1,,,,,1.9,,,,,1.6,,,,4.0,,,,,0.9,,,,,,,,,,,,1.2,,,,,,,4.3,,,,,,0.6,1.8,2.3,,,,1.1,,0.3,,,,,,,,,,1.3,,,,,,3.2,,,,,,4.2,,,,,,4.9,,,3.3,2.9,,,,0.6,0.0,,2.3,2.2,3.0,2.4,,3.7,,3.1,,-28.0,-36.7,41.2,-34.7,11.5,,-0.2,26.7,32.6,-24.2,Found,-5.5,-16.9,Found,,18.1,,,,,,New,-20.9,42.4,-21.6,New,Found,New,New,Found,-28.5,New,Found,,New,Found,Found,mobile,Found
2987019,843163,231.87,H,2154,530.4,595.8,mastercard,419.6,credit,491.2,39.9,,,gmail.com,,10.0,12.0,4.0,3.0,4.0,7.0,11.0,18.0,1.0,19.0,0.0,13.0,2.0,2.0,230.5,498.0,,,207.5,,407.4,596.5,50.1,334.7,564.0,548.4,,,369.1,T,F,T,M1,F,,,,F,0.8,,,,,,4.9,4.4,3.3,,2.1,,,,,,,,1.9,,,,,,,,,,0.1,,,,,,,,2.1,0.4,2.5,,,,,4.2,,,3.7,,,,,,,,4.0,4.4,2.8,,,,,0.0,,,,1.8,,,,,,3.8,0.4,,,2.1,4.2,,,2.9,,0.1,,4.2,4.4,,,,,,0.8,,2.2,3.5,,,,,2.9,4.4,,,,,,3.5,3.3,4.9,,,,,,1.1,1.5,4.0,4.2,,,,,1.8,,2.3,,,,,3.5,4.4,,,0.1,,,,,,,,,,,,,2.8,3.1,1.1,,,2.9,,,,,2.9,,0.8,,0.1,2.1,4.3,2.0,,,1.1,,,1.2,,0.0,,,,4.4,,1.9,,4.4,,0.3,,3.9,,,,,,3.2,4.4,2.4,,,,4.9,,3.1,,,,,,,,,4.0,2.0,0.7,,3.3,,,3.6,,,0.2,4.0,,,4.9,2.8,2.2,0.4,3.4,,,,,4.0,,0.1,,1.7,2.3,1.2,,,0.3,,,,,0.9,,,4.7,4.8,,,,,,,,3.8,,,1.4,,,3.0,,,3.9,2.8,0.5,2.4,,,,4.9,,,,,4.3,,3.9,,,,,,4.4,,2.6,,,,0.2,,,,,,,,3.3,,2.0,3.8,,,,,,,2.6,,,,,,,2.3,,0.6,1.0,0.4,1.7,,,,,,,1.8,4.4,3.7,,1.9,,,,1.9,,2.4,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2987020,869157,89.09,C,17132,231.6,499.6,visa,483.0,credit,333.2,40.3,974.8,,yahoo.com,anonymous.com,8.0,16.0,12.0,3.0,7.0,15.0,4.0,4.0,12.0,6.0,9.0,13.0,0.0,12.0,501.1,303.5,,,,406.2,,,323.8,,522.4,440.3,,442.4,,,F,,M2,,T,T,T,T,2.5,,0.1,4.4,2.7,,,,2.6,3.4,,,,,1.7,,,1.0,,,,,,2.6,3.8,,0.6,,,,,,,,,2.5,,,,,3.6,,,,2.1,4.0,,1.4,,,,,,4.3,,2.4,,,,3.1,,,,,,,4.8,3.6,0.5,,,,,,1.9,3.3,,,0.6,2.9,4.3,,,,,,0.2,,,1.9,0.9,,,,,,,,,,,,,,,,,,3.1,,,,,3.2,,,,,,3.0,,0.2,0.2,0.7,,,,,,3.2,,,,1.3,,,1.5,,,,,3.7,,,,0.1,,,,,,3.6,2.1,,,,,4.8,,,2.5,,3.1,,,,,5.0,,,1.0,0.2,2.3,,3.4,3.9,,1.4,,4.2,,2.3,,,,,1.0,3.2,2.7,2.8,,,2.3,2.4,0.2,,3.0,,2.3,,4.4,2.4,,,,,,2.7,,,,,,4.7,,0.4,,,,,,3.8,,,1.5,,,0.0,,,,,4.9,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,4.5,,1.6,,,,3.1,2.2,,4.5,0.2,,1.2,,4.8,,,1.9,,,1.4,,4.9,,,,2.2,,,,2.3,,,,,,,,,,,,,,,,,,,2.1,4.9,0.3,,,,,,,4.2,,,3.0,0.9,,,4.3,3.9,,,,2.9,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2987021,889217,216.77,S,15600,241.7,551.7,mastercard,131.2,debit,477.0,63.0,,,gmail.com,,17.0,3.0,19.0,10.0,10.0,8.0,3.0,16.0,7.0,15.0,15.0,7.0,9.0,17.0,,335.1,426.5,319.7,360.8,359.4,522.7,36.1,,219.8,,,,,480.7,F,,T,,F,T,F,,F,0.5,,,,,,,,,,,4.8,4.8,,,,,,,4.1,,2.2,,,,0.7,2.8,,,,,,2.3,,,,,,,4.7,4.1,,4.9,,,,,,4.5,,,,,,,3.4,,1.3,,4.4,,,,,,,,,,,3.2,,,,1.5,,,,2.2,,1.5,,,1.9,,4.1,,,,,4.8,,,,,,1.9,,,,2.3,,,,,,1.5,,,,,0.4,,,,,2.6,,0.5,,4.8,,2.7,,,2.8,,,4.8,,,2.2,3.8,2.6,,,,,,4.6,,,2.9,3.8,,,2.8,,1.7,,,4.0,,,,4.2,,,,,1.8,3.9,,4.6,,,,3.4,4.4,,3.3,3.4,,,,,,,0.9,1.3,,,,,,1.0,0.3,,,,2.1,,,,,4.2,,,,1.5,,0.6,,4.9,,,,,2.5,,,,,,,,0.7,,4.8,4.0,,,,,,,1.3,4.8,3.6,,0.5,,,4.6,2.8,,,,2.4,,0.7,,0.1,0.4,1.2,,,,,,,,,1.5,4.4,,1.7,,,4.0,,,3.5,,,,,,,,,2.6,4.1,0.0,,,0.7,,,,,0.4,,3.4,,,0.3,0.6,,0.6,,,2.5,1.3,,,4.5,,,,4.2,,,,1.4,,,,,,,,,0.3,,,,,,,,,,,,,3.2,2.3,,,,,,,,,2.0,3.1,5.0,-7.9,23.9,11.8,-45.6,-46.9,-24.4,26.6,-5.8,-6.7,-9.7,,NotFound,30.2,,NotFound,,,,-46.4,-47.2,-41.1,22.2,,,-6.6,33.1,New,Found,Found,Found,New,,,New,NotFound,,Found,Found,desktop,NotFound
2987022,945349,51.3,C,1133,281.0,476.0,visa,265.2,credit,282.5,73.6,,,,,2.0,6.0,16.0,8.0,0.0,17.0,4.0,7.0,16.0,1.0,14.0,3.0,13.0,7.0,,,,,,410.5,287.5,,,,574.7,543.3,82.2,459.9,590.9,,,,M2,,,T,T,T,,,,,3.7,,2.9,,,2.5,1.4,,,0.5,,,,,,3.6,2.9,0.4,,0.2,4.2,2.9,,,,,,4.8,,,,,1.4,,4.8,2.6,,,,,4.4,,,,,,,,,,0.4,0.1,,,,1.0,3.9,0.4,,,,,,2.8,,0.6,2.2,,,,2.8,3.6,,3.6,,3.7,,,1.2,3.1,,2.0,,,2.0,,,4.8,,,2.9,,3.6,,3.6,0.1,,,,,,,1.7,2.8,1.2,,2.6,,1.3,3.4,,,,,,,3.0,3.4,2.5,,,,,,,,,,,,,,4.2,,,,,,5.0,,2.7,2.1,,,,,,,2.6,,5.0,3.7,0.1,,,,,0.7,,,,,,3.5,1.0,0.5,,,,3.4,,4.6,,,,,3.7,,,0.2,0.5,4.8,,0.6,,0.9,1.7,0.7,2.8,0.5,,,,,,,2.4,,,0.3,2.4,,,,,,,,,2.0,,4.4,,,,,,4.5,3.2,,4.1,,2.9,,,0.5,,0.2,3.8,,,,,3.3,,,,0.3,,,0.6,3.9,,4.5,2.2,,,2.1,3.0,3.9,,,1.9,,,,,2.0,0.5,,,,,2.9,,,,,,,1.2,1.3,,,,,,,4.4,,,,1.8,,,,,,,,,,,,4.5,,,,,,,,,,2.5,,,,,,,0.3,,0.0,,,,,2.7,,,1.1,,,2.0,,,,,,0.1,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2987023,972297,13.14,C,17456,344.3,448.7,discover,169.6,debit,123.8,47.3,,1937.3,yahoo.com,,4.0,19.0,16.0,7.0,7.0,14.0,5.0,6.0,18.0,8.0,8.0,17.0,5.0,13.0,157.2,,,,84.0,,6.7,,,402.4,,557.6,475.9,,,F,T,,M0,,,T,,,0.9,,,1.9,,0.2,,,2.3,,,,3.2,,,3.7,4.1,,,4.4,,,3.6,,,0.9,,3.5,,,,,3.9,,0.7,,,,,,,,,,,,2.8,4.0,,,,,,,,,,2.9,,,4.3,,,,,1.5,1.2,4.2,,,4.8,,,,0.7,,,,4.4,,,1.9,5.0,,,,,,,,,,,,4.7,,,,1.5,,,,,3.1,1.4,,,,,0.5,1.5,,4.5,,,2.4,,,,,,3.3,,,,,3.7,,2.9,,,,3.7,,,3.7,,,,,2.0,,,,4.9,,,,,,0.5,,1.3,,,,,,,,0.1,3.8,,1.7,,,,1.3,,,1.4,,,,,3.7,4.4,,,0.1,1.8,2.1,0.7,,,,,,,,4.2,1.9,2.1,,,,,,,,,3.1,,,1.9,,,,,,,,,3.5,,1.7,,,,1.0,,,,1.3,,,2.6,0.5,,,0.6,,,,,0.8,1.3,,,,,2.9,3.6,3.5,,,,1.1,0.2,,,,,,,0.5,0.5,3.3,,,,,2.9,,4.3,,,,0.5,,,,2.4,4.6,,,3.2,4.5,0.0,3.1,,,,,,,,1.6,4.8,0.8,,,,,2.0,,1.3,2.0,,,,,,,4.3,4.1,,,,,2.9,,0.2,3.7,4.4,2.6,,,3.1,,0.7,0.9,,,,,,,,,4.4,3.9,3.5,,4.8,1.7,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
